product_name,cost_low,cost_high,currency,min_order_quantity,unit,supplier_name,source_url
Dry separator,2.00,2.00,USD,1,sqm,Shandong Gelon Lib Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Coating_Separator_Lithium_Battery.html
EC rearview mirror,22.00,46.00,USD,1,piece,Weihai Chenyu Optics Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Dimming_Mirror.html
EC rearview mirror,17.90,22.00,USD,10,piece,Shenzhen Camedio Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Dimming_Mirror.html
EC rearview mirror,58.50,69.00,USD,10,piece,Guangzhou Heng Ming Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Dimming_Mirror.html
ECS controller,230.00,363.00,USD,1,set,Alwaycare Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electronic_Chassis_Controller.html
ECS controller,450.00,600.00,USD,1,set,Liangshan Anjie Automotive Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electronic_Chassis_Controller.html
ECS controller,239.00,279.00,USD,10,piece,Shan Dong Zhong Cheng New Energy Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electronic_Chassis_Controller.html
EPP seat foam part,1.00,1.00,USD,30,piece,Guangzhou Topsun Foam Products Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/EPP_Foam_Car_Seat.html
EPP seat foam part,8.00,8.00,USD,100,piece,Qingdao Simingrui Precise Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/EPP_Foam_Car_Seat.html
EPP seat foam part,6.90,8.80,USD,100,piece,Aispak New Material (Jiangsu) Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/EPP_Foam_Car_Seat.html
Electric heating element,33.30,38.30,USD,50,piece,Anhui Changsheng Electromechanical Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Evaporator.html
Electric heating element,386.00,386.00,USD,1,piece,Hebei Nanfeng Automobile Equipment (Group) Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Compressor.html
Electric heating element,255.00,295.00,USD,1,piece,Boyard Compressor Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Compressor.html
Electric oil pump,8.00,9.00,USD,10,piece,Guangzhou Fengming Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electric_Oil_Pump_Automotive.html
Electric oil pump,9.00,35.00,USD,100,piece,Shanghai Spb Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electric_Oil_Pump_Automotive.html
Electric oil pump,25.00,30.00,USD,30,piece,Qingdao D&E International Trade Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electric_Oil_Pump_Automotive.html
Electrolyte additive,10.00,100.00,USD,1,kg,Jiangsu Juming Chemical Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electrolyte_Additive.html
Electrolyte additive,300.00,1000.00,USD,1,kg,Shanghai Sunwise Chemical Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electrolyte_Additive.html
Electrolyte additive,4.30,9.80,USD,1,kg,Atomix Chem Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electrolyte_Additive.html
Electrolytic manganese dioxide,1500.00,1550.00,USD,20,ton,Hunan Sunshine Technologies Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electrolytic_Manganese_Dioxide.html
Electrolytic manganese dioxide,280.00,490.00,USD,1,ton,Hunan Daji Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electrolytic_Manganese_Dioxide.html
Electrolytic manganese dioxide,3500.00,4500.00,USD,20,ton,Anhui Fitech Materials Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electrolytic_Manganese_Dioxide.html
Electronic controlled shock absorber,92.00,98.00,USD,10,piece,Jieke (Guangzhou) Intelligent Automobile Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electronic_Shock_Absorber.html
Electronic controlled shock absorber,69.00,76.00,USD,10,piece,Jieke (Guangzhou) Intelligent Automobile Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electronic_Shock_Absorber.html
Electronic controlled shock absorber,46.83,54.23,USD,2,piece,Airbags (Nanjing) Automotive Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electronic_Shock_Absorber.html
Electronic water pump,10.00,28.00,USD,50,piece,Hangzhou Calwin Auto Technical Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electronic_Water_Pump_Car.html
Electronic water pump,29.00,39.00,USD,100,piece,IDO GROUP CO. LTD.,https://www.made-in-china.com/products-search/hot-china-products/Electronic_Water_Pump_Car.html
Electronic water pump,15.00,30.00,USD,1,piece,Jinan Zichen Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Electronic_Water_Pump_Car.html
Engine mount bracket,4.50,5.00,USD,200,piece,Zhejiang UTS Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Mount_Bracket.html
Engine mount bracket,10.50,12.50,USD,10,piece,Guangzhou Babi Hu Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Engine_Mount_Bracket.html
Engine mount bracket,5.00,20.00,USD,500,piece,Quanzhou Zixiang Hardware Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Mount_Bracket.html
Exterior decorative parts,8.00,15.00,USD,20,set,Guangzhou Carplus Auto Accessories Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Exterior_Chrome_Trim.html
Exterior decorative parts,14.00,16.50,USD,20,piece,Guangzhou I-Pack Auto Parts Co. Limited,https://www.made-in-china.com/products-search/hot-china-products/Car_Exterior_Chrome_Trim.html
Exterior decorative parts,1.00,10.54,USD,20,piece,Guangzhou Jinhui Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Exterior_Chrome_Trim.html
Fastener,0.05,0.30,USD,1000,Pieces,Xiamen Hoxin Industry Tech Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Bolt_Nut.html
Fastener,0.10,1.00,USD,1000,Pieces,Jiaxing Newscrew Fastener Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Bolt_Nut.html
Fastener,0.55,0.70,USD,2,Pieces,Xinghua Ruibang Stainless Steel Standard Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Bolt_Nut.html
Fender / Wheelhouse panel parts,25.00,25.00,USD,4,piece,Guangzhou Brace Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Fender_Wheelhouse.html
Fender / Wheelhouse panel parts,5.00,25.00,USD,1000,piece,Qingdao Haixinbangda Industrial Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Fender_Wheelhouse.html
Fender / Wheelhouse panel parts,59.90,65.90,USD,50,piece,Nanjing IDO Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Fender_Wheelhouse.html
Filter product,0.50,1.80,USD,100,piece,Nangong Tongda Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Oil_Air_Filter.html
Filter product,0.99,2.99,USD,100,piece,Anhui Meiruier Filter Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Oil_Air_Filter.html
Filter product,0.89,0.98,USD,100,piece,Guangzhou Hengyang Technology Development Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Oil_Air_Filter.html
Flexible PU foam,0.50,5.50,USD,10,piece,Xiamen Yuken Import and Export Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Moulded_Rubber_Part.html
Flexible PU foam,0.10,5.00,USD,1,piece,Xiamen Papler Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Moulded_Rubber_Part.html
Flexible PU foam,5.00,5.00,USD,1000,piece,Shenzhen Pepson Industrial Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Moulded_Rubber_Part.html
Flywheel,9.90,39.90,USD,1,piece,Xuzhou Shangheng Engineering Machinery Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Flywheel.html
Flywheel,15.00,35.00,USD,1,piece,Hubei Junvoch Industrial & Trade Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Flywheel.html
Flywheel,9.90,199.90,USD,1,piece,Xuzhou Shangheng Engineering Machinery Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Flywheel.html
Fuel filter,0.50,1.80,USD,100,piece,Nangong Tongda Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Fuel_Filter.html
Fuel filter,0.60,1.00,USD,1000,piece,Sunshine Df Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Fuel_Filter.html
Fuel filter,0.89,0.98,USD,100,piece,Guangzhou Hengyang Technology Development Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Fuel_Filter.html
Fuel injector,3.00,4.00,USD,60,piece,Heze Hengtai Fuel Injection Equipment Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Fuel_Injector_Nozzle.html
Fuel injector,6.00,7.50,USD,10,piece,Guangzhou Boyuan Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Fuel_Injector_Nozzle.html
Fuel injector,10.00,12.00,USD,50,piece,Wenzhou Ideer Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Fuel_Injector_Nozzle.html
Fuel line,0.18,0.78,USD,200,meter,Ningbo Langchi New Materials Technology Co Ltd,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Fuel_Line_Hose.html
Fuel line,0.40,2.20,USD,100,piece,He Bei Hong An Automobile & Motorcycle Fittings Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Fuel_Line_Hose.html
Fuel line,0.50,1.50,USD,1000,meter,Hebei Anheng Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Fuel_Line_Hose.html
Fuel piping system,7.00,20.00,USD,20,piece,Ningguo Nafurancar Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Fuel_Pipe_System_Car.html
Fuel piping system,0.39,0.60,USD,50,piece,Xingtai Jinhu Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Fuel_Line_Hose.html
Fuel piping system,0.99,1.25,USD,2000,meter,Ningbo Shijun Auto Parts Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Fuel_Line_Hose.html
Functional housing,0.05,0.50,USD,1000,Pieces,Qingdao Protech Rubber & Plastic Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Oil_Seal_Auto.html
Functional housing,0.40,0.80,USD,500,Pieces,Dongguan Yixian Electronic Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Control_Cable.html
Gasket,0.08,0.10,USD,1,Piece,Cairong (Tianjin) International Trade Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Gasket.html
Gasket,0.01,0.02,USD,100,Pieces,Dongguan Zhengchen Machinery Equipment Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Gasket.html
Gasket,0.50,1.50,USD,16,Pieces,Chengdu Changyin Trade Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Gasket.html
Gear,0.35,0.50,USD,100,Pieces,Shaoxing Guoteng Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Spur_Gear.html
Gear,0.29,2.69,USD,10,Pieces,Weifang Jufeng Gear Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Spur_Gear.html
Grommet,0.10,5.00,USD,1,Piece,Qingdao Unilutek Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Rubber_Grommet_Auto.html
Grommet,0.05,0.20,USD,100,Pieces,Ningbo Lito Industrial Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Rubber_Grommet_Auto.html
Grommet,0.50,2.00,USD,500,Pieces,Ningbo Unimolding Rubber & Plastic Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Rubber_Grommet_Auto.html
HVAC module,0.12,0.69,USD,1,piece,Yuyao Zetuo Plastic Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
HVAC module,10.00,10.00,USD,2,piece,Shanghai Jisiwei Automobile Trim Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
HVAC module,4.00,5.00,USD,2000,piece,Dobond (Shanghai) Precision Machinery Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
HVAC pipe,1.52,1.93,USD,100,Pieces,Myreal Energy Saving Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/HVAC_Pipe_Tube.html
HVAC pipe,0.80,1.00,USD,500,Pieces,Zhongshan Sunshow Water Heating Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/HVAC_Pipe_Tube.html
HVAC pipe,0.50,0.80,USD,1000,Meters,Changzhou Jiahao Machinery Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/HVAC_Pipe_Tube.html
Heat exchanger,5.60,68.00,USD,1,set,Henan Tuofang Energy Saving Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Heat_Exchanger.html
Heat exchanger,30.00,100.00,USD,1,piece,Suzhou Hengliu Machinery Equipment Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Heat_Exchanger.html
Heat exchanger,30.00,1000.00,USD,1,set,Changzhou Vrcoolertech Refrigeration Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Heat_Exchanger.html
Heat shield cover,2.00,2.00,USD,100,Pieces,Ningguo BST Thermal Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Exhaust_Heat_Shield.html
Heat shield cover,0.69,1.99,USD,500,Pieces,Dongguan Huahang Xinma Heat Insulation Material Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Exhaust_Heat_Shield.html
Heat shield cover,2.61,2.96,USD,200,Pieces,Jinhua Qingjifeng Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Exhaust_Heat_Shield.html
Heat sink,0.09,0.09,USD,100,Pieces,Shenzhen Mingxing Electronic Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Heat_Sink.html
Heat sink,1.50,1.90,USD,1000,Pieces,Zhongshan Shengerfu Electronic Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Heat_Sink.html
Heat sink,3.20,5.00,USD,50,Pieces,V Global Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Heat_Sink.html
Heating tube,35.00,40.00,USD,10,piece,Hangzhou Yuqi Industrial Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Evaporator.html
Heating tube,20.00,50.00,USD,50,piece,Hangzhou Yuqi Industrial Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Evaporator.html
Heating tube,10.00,48.00,USD,1,piece,Foshan Kitdoo Refrigeration Equipment Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Evaporator.html
Hose,0.40,2.20,USD,500,Meters,He Bei Hong An Rubber & Plastic Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Rubber_Hose.html
Hose,0.20,3.50,USD,100,Meters,Hebei Congben Vehicle Fittings Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Rubber_Hose.html
Hose,1.50,2.90,USD,1000,Pieces,Ningbo Lito Industrial Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Rubber_Hose.html
Injection molded automotive part,0.10,2.00,USD,1,piece,Dongguan Hongxia Precision Machinery Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Injection molded automotive part,0.12,0.69,USD,1,piece,Yuyao Zetuo Plastic Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Injection molded automotive part,0.10,50.00,USD,50,piece,DONGGUAN YEESHINE TECHNOLOGY CO. LIMITED,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Instrument panel,7.00,11.00,USD,500,piece,Dalian Geeton Electronics Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Dashboard_Instrument_Panel.html
Instrument panel,7.00,11.00,USD,500,piece,Hangzhou Doyett Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Dashboard_Instrument_Panel.html
Instrument panel,0.80,1.50,USD,500,piece,Dalian Geeton Electronics Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Dashboard_Instrument_Panel.html
Integrated electric drive system,1615.00,3580.00,USD,2,piece,Xiamen Fugong EV Tech Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/EV_Drive_Motor.html
Integrated electric drive system,480.00,765.00,USD,1,piece,Golden Motor Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/EV_Drive_Motor.html
Integrated electric drive system,81.50,81.50,USD,1,set,Xuzhou Keya Electric Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/EV_Drive_Motor.html
Intelligent cockpit operating system,111.00,157.00,USD,1,piece,Shenzhen Xinshenghua Electronic Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Android_Head_Unit.html
Intelligent cockpit operating system,184.00,187.00,USD,1,piece,Shenzhen Zeniss Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Android_Head_Unit.html
Intelligent cockpit operating system,205.00,220.00,USD,1,piece,Senchi Electronic Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Android_Head_Unit.html
Intelligent cockpit part,1.40,1.50,USD,1000,piece,Talent Capital (ShenZhen) Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_LCD_Display_Screen.html
Intelligent cockpit part,6.80,7.20,USD,1000,piece,Hongkong Lestar Electronic Technology Limited,https://www.made-in-china.com/products-search/hot-china-products/Car_LCD_Display_Screen.html
Intelligent cockpit part,11.00,12.18,USD,2,piece,Shenzhen Hzy Photoelectric Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_LCD_Display_Screen.html
Interior trim,9.00,13.00,USD,500,piece,Dalian Geeton Electronics Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Interior_Trim_Panel.html
Interior trim,1.60,2.20,USD,100,kg,Yangzhou Chengsen Plastics Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Interior_Trim_Panel.html
Interior trim,0.95,1.30,USD,100,roll,Guangzhou New Vision New Material Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Interior_Trim_Panel.html
Joint,2.22,2.65,USD,10,Pieces,Anhui Heshun New Energy Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Ball_Joint.html
Joint,2.50,3.50,USD,200,Pieces,GuangZhou EEP Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Ball_Joint.html
Joint,1.10,12.00,USD,10,Pieces,Wenzhou Naqin Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Ball_Joint.html
Keyless entry system,4.74,6.13,USD,1,piece,Colpoint Technology Limited,https://www.made-in-china.com/products-search/hot-china-products/Keyless_Entry_System_Car.html
Keyless entry system,0.10,10.00,USD,1,piece,Dongguan Ace Plastic Hardware Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Keyless entry system,0.55,18.00,USD,500,piece,SANHE GREAT WALL RUBBER CO. LTD.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Liftgate drive,30.00,60.00,USD,20,piece,Guangzhou Xin Sande Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Power_Liftgate.html
Liftgate drive,37.14,42.85,USD,10,piece,Guangzhou Tomaster Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Power_Liftgate.html
Liftgate drive,76.00,115.00,USD,1,piece,Guangzhou Frey Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Power_Liftgate.html
Magnesium die cast automotive part,0.50,4.99,USD,1,piece,Qingdao Chengenxin Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Engine_Block.html
Magnesium die cast automotive part,50.00,1000.00,USD,1,set,Chongqing Borun Mould Manufacturing Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Die_Casting_Mold.html
Magnesium die cast automotive part,0.90,9.90,USD,10,piece,Bestpro (Ningbo) Precision Manufacturing Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Part.html
Metal heat treatment service,3.50,4.30,USD,100,piece,Xi'an Dongmeng Group Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Cold_Forged_Part.html
Metal heat treatment service,5.00,50.00,USD,50,piece,Qingdao Ruilan Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Cold_Forged_Part.html
Metal heat treatment service,1.80,2.50,USD,500,piece,Qingdao Xinghe Machinery Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Cold_Forged_Part.html
Motor core for drive motor,0.99,2.59,USD,100,piece,Guangdong Changjincheng Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Motor_Core_Drive_Motor.html
Motor core for drive motor,0.59,0.79,USD,1000,piece,Dongguan Yuhui Electric Motor Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Motor_Core_Drive_Motor.html
Motor core for drive motor,50.00,100.00,USD,1,piece,Hangzhou ANG Drive Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/EV_Drive_Motor.html
Moulded rubber part,0.01,9.00,USD,100,piece,Jiangyin No.3 Rubber Manufacturer Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Moulded_Rubber_Part.html
Moulded rubber part,0.10,2.00,USD,100,piece,Xiamen Kingtom Rubber & Plastic Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Moulded_Rubber_Part.html
Moulded rubber part,0.10,5.00,USD,1,piece,Xiamen Papler Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Moulded_Rubber_Part.html
New energy passenger vehicle,15000.00,150000.00,USD,1,piece,Yuncheng City Yanhu District Changchi Auto Service Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Keyless_Entry_System_Car.html
New energy passenger vehicle,22300.00,25600.00,USD,1,vehicle,Xinxiang Chipeng Automobile Sales Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Keyless_Entry_System_Car.html
New energy passenger vehicle,7630.00,8009.00,USD,4,piece,Sichuan Dongyaoxing Materials Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Keyless_Entry_System_Car.html
New energy vehicle die cast part,200.00,500.00,USD,1,piece,Chongqing Borun Mould Manufacturing Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Die_Casting_Mold.html
New energy vehicle die cast part,10000.00,1000000.00,USD,1,piece,Foshan Nanhai Superband Mould Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Die_Casting_Mold.html
New energy vehicle die cast part,550.00,600.00,USD,1,piece,Chongqing Borun Mould Manufacturing Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Die_Casting_Mold.html
O-ring,0.001,0.10,USD,100,Pieces,Ningbo Boman Mechanical & Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Rubber_O_Ring.html
O-ring,0.01,0.03,USD,100,Pieces,Shanghai Qinuo Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Rubber_O_Ring.html
O-ring,0.09,0.21,USD,500,Pieces,Shanghai Dongzhiding Rubber & Plastic Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Rubber_O_Ring.html
Oil cooler,8.00,9.00,USD,10,piece,Guangzhou Fengming Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Oil_Cooler.html
Oil cooler,9.00,35.00,USD,100,piece,Shanghai Spb Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Oil_Cooler.html
Oil cooler,25.00,30.00,USD,30,piece,Qingdao D&E International Trade Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Oil_Cooler.html
Oil filter,0.52,0.98,USD,100,piece,Nangong Tongda Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Oil_Filter.html
Oil filter,0.71,0.89,USD,100,piece,Hebei Purefine Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Oil_Filter.html
Oil filter,0.56,1.02,USD,1000,piece,XTSKY INDUSTRIAL GROUP LIMITED,https://www.made-in-china.com/products-search/hot-china-products/Car_Oil_Filter.html
Oil pan,3.00,4.00,USD,10,piece,Aipsi (Huzhou) Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Oil_Pan_Sump.html
Oil pan,6.00,8.00,USD,1000,piece,Jinjiang Sidebo Technology Industrial Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Oil_Pan_Sump.html
Oil pan,30.00,49.00,USD,1,piece,Jiangmen Letus Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Engine_Oil_Pan_Sump.html
Other electrification parts,6.00,10.00,USD,50,piece,Tianjin Ruixin Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Structural_Part.html
Other electrification parts,10.00,50.00,USD,1000,piece,Guangdong Gemcy Technology Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Structural_Part.html
Other electrification parts,1.00,2.00,USD,1,piece,Xiamen Dazao Machinery Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Insert_Molding.html
Paint coating,0.80,2.50,USD,1,piece,Shenzhen Bergek Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Plastic_Injection_Molding.html
Paint coating,100.00,2000.00,USD,1,piece,Guangdong Engineering Plastics Industries (Group) Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Plastic_Injection_Molding.html
Paint coating,0.30,0.50,USD,2000,piece,Shenzhen Smart Mold Technology Limited,https://www.made-in-china.com/products-search/hot-china-products/Plastic_Injection_Molding.html
Pipe,1.90,2.80,USD,1,Ton,Zhe Jiang Yue Ding Pipeline Equipment Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Steel_Pipe.html
Pipe,5.00,10.00,USD,100,Meters,Zhejiang Shunwo Metallic Pipe Fitting Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Steel_Pipe.html
Pipe,0.10,10.00,USD,1,Ton,Hunan Dikai Science and Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Steel_Pipe.html
Pipe part,0.01,0.10,USD,1000,Pieces,Huizhou ZeYao Hardware Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Bolt_Nut.html
